id,name,img_src,address,tel,web,description
63,STILLWATER ARTISANAL,http://www.beer365.net/cache/4789cd5785c0bcbe3b77c8bc2ac15b8c.jpg,"アメリカ合衆国 1028 South Conkling Street, Baltimore, Maryland",,http://www.stillwater-artisanal.com/works.html,"2009 年，ブライアン氏によりスティルウォーターアーティザナルエール開業。本拠地は彼のホームタウンであり経営する店”Love & Regret”があるメリーランド州ボルチモアである。ブライアン氏は，世界中のブルワリーとコラボレートを手掛ける上に，アメリカ西海岸でも2か所で醸造。彼はミッケラーやストーン，イーヴルツインそしてドゥ・ストライセ・ブロウェルズといった世界的に有名なブルワリーと共同的に醸造を手掛け，インスピレーションを受けている。

世界中 16,000 以上ものブルワリーが登録されたRate Beerは毎年優れたブルワリーのトップ 100 を発表している。スティルウォーターはこのトップ 100 に立ち上げ当初から 4 年連続ランク入りし，たちまち世界 の脚光を浴びる。また，米国で信頼性の高いウェブサイト “Thrilllist”において，州のNo.1 に認められる栄誉を受けた。

スティルウォーターの哲学は，まさに生きているアートを創り出すこと，人の人生経験を磨き高め人がもつ全ての感性を駆り立てるような Works（作品：ビール）を創る（造る）こと。豪華な祝賀セレモニーであろうとシンプルなアフタヌーンピクニックであろうと，スティルウォーターは常に個性的で心に残るようなリキッドアートとして楽しませてくれる。 ブライアン曰く「アートとは経験の蓄積ではなく，生き様へ訴えかけることだ。」 さぁスティルウォーター（静水）を割り新しい世界へ。ブライアンの創り出すアートを味わおうではないか！
(輸入元: AQベボリューションより)"
64,REVOLUTION BREWING COMPANY,http://www.beer365.net/cache/237045d03a4fa431eff3d441e1740987.jpg,"アメリカ合衆国 2323 N Milwaukee Ave Chicago, Illinois",+1-773-227-2739,http://revbrew.com/,"レボリューションが目指すビールは、高く掲げた拳が全てを物語っています。 彼らの代表作 ANTI-HERO IPA を１口含めば鋭く刺激的なホップのアロマで革命の意味に気づくでしょう！ 今やビール愛好家はビッグなフレーバーとバラエティに富んだ意味のあるビールを求めています。 そのビッグな要求に応えるのがレボリューションブリューイング。毎年 50 種類ものクラフトビールを醸造し、その域はマイルドなセッション系から爆発的なバーボンバレルエイジドまで飲む人を驚かせます。 彼らのビール造りを楽しむ革命的な世界にようこそ！
(輸入元: AQベボリューションより)"
65,EPIC BREWING COMPANY,http://www.beer365.net/cache/bc736bbb100165af0fccc8736b2f8933.png,"アメリカ合衆国 825 S State St Salt Lake City, Utah",+1-801-906-0123,http://www.epicbrewing.com/,"エピック・ブルーイングは、ユタ州ソルトレイクシティの極めて厳格な法律を改正してハイアルコールビールの醸造・販売を認めさせるために大きく貢献しました。ハートランド（アメリカ内陸部）の真のパイオニアです。今や全米の醸造所トップ100 にランキング入りし、ロケットのような勢いで順位を上げています。日々成長と増産を続ける一方で、目を見張るほど種類豊富で独創的なエールたちを小さな仕込み量で製造する能力も決して失っていません。2013 年秋、コロラド州デンバーにセ カンドブルワリー＆タップルームを新設。コロラドへエスケープした彼らの活躍に目が離せません。
(輸入元: AQベボリューションより)"
66,LEFT HAND BREWING COMPANY,http://www.beer365.net/cache/a89d3ca3b110a30b16d95db1c9dd7efb.png,"アメリカ合衆国 1265 Boston Avenue Longmont, Colorado",+1-303-772-0258,http://lefthandbrewing.com/,"美味しいビールに必要なのは、スタイル、キャラクターそしてバランス。
レフトハンドブリューイングは、主要なビアメッカであるアメリカ、コロラド州のゴッドファーザー的存在の１つ。1994年に造った彼らにとって最初のビールSawtooth Aleは、初めて出品したビールの祭典Great American Beer Festivalにて金賞受賞。バランスを追及した独自のビールは世界に認められ、数々の賞を受賞し続けています。そして、レフトハンドはより多方面において、クラフトビールの文化を切り開いてきました。特に音楽やその他のカルチャーイベントとクラフトビールの融合に関するパイオニア。今も文化を築くと共にライトビールからハードなビールまで麦芽とホップの完璧なバランスを求めて日々努力し類のない独自のフレーバーを実現しています。
(輸入元: AQベボリューションより)"
67,HERETIC BREWING COMPANY,http://www.beer365.net/cache/3b22f368935dd86aa41d7b126c893bc7.jpg,"アメリカ合衆国 1052 Horizon Drive Suite B Fairfield, California",+1-925-526-6364,http://www.hereticbrewing.com/,"ヘレティック・ブルーイングは、北カリフォルニア・フェアフィールドから。ジャミール氏はもともとホームブルワー出身で数々のアメリカのホームブルワービアコンフィデンスで長年受賞経験し ついに Heretic Brewing を設立。

Heretic とは、カトリック宗教の教義に対立する信仰を持つ人のこと。その意はビールに精通しビールを飲む人の 90％以上が、大量市場のライトラガーこそビールの世界と信じています。つまり、クラフトビール好きはヘレティック！いろいろなキャラクターのあるビールを楽しみたいという強い思いを持ち、いつでもどこでも自分たちが飲みたいビールが飲めるビアシーンを築きたいという願いを持った人。ヘレティックブルーイングは、世界中が大量に造るようなビールではなく 自分たちにしか造れないおもしろいクラフトビールを目指し、 日々ビール造りに熱中し皆様のもとへアメリカンクラフトビールをお届けしています。
(輸入元: AQベボリューションより)"
68,VICTORY BREWING COMPANY,http://www.beer365.net/cache/12c4971912c5c9588a7924a53e3a6ada.jpg,"アメリカ合衆国 420 Acorn Ln, Downingtown, Pennsylvania",+1-610-873-0881,http://www.victorybeer.com/,"ペンシルバニア州フィラデルフィアに位置するヴィクトリーは、アメリカ東海岸においてトップレベルかつ巨大なブルワリー。

オーナー兼ブルーマスターであるビル・コヴァレスキとロン・バーシェットは 1973 年小学5年生の時にスクールバスの中で出会って以来、大人になっても友情は続きホームブリューイングの良きライバル仲間となります。そして彼らはそれぞれプロのブルワーとなりビールの聖地ドイツへ！ヴァイエンシュテファン醸造所とデーメンスで修行します。25 年にわたる長い探求の旅にひと区切りつけアメリカに戻り、1996 年ついにVictory Brewingを設立させたのです。彼らのビールの美味しさの秘密。それはヨーロッパの伝統とアメリカらしい自由な創造力との組み合わせにあります。彼らは最高品質の原料（ドイツ産のモルト、ヨーロッパとアメリカ産のホールホップ、地元の小川ブランデーワイン・クリークのピュアな水）を追求。伝統的なヨーロッパの製法と品質管理法を採用する一方でアメリカならではの創造力と自由さで新鮮さを生み出しています。フルフレーバー、素晴らしいバランスと無類の純粋さを持つ独特のビール。ヴィクトリーが世界中で勝利をおさめる 理由、それは１口含むとすぐに分かるでしょう。
(輸入元: AQベボリューションより)"
69,株式会社堺ファーム,http://www.beer365.net/cache/dffebeb040a881ada05a436f4738d351.jpg,日本 大阪府堺市南区鉢ケ峯寺2405-2,072-296-9911,http://farm.or.jp/,甲子園8個分の広さの、花・緑・動物など自然とふれあえる農業公園内でブルワリーを構え、「すきやさかい」ビールを醸造。
70,長島地ビール園,http://www.beer365.net/cache/24a73d41345a469914484b6bfbda7d2d.jpg,日本 三重県桑名市長島町駒江270,0594-41-0787,http://www.nagashima-onsen.co.jp/nabana/restaurant/beer.html/,三重県にある植物園「なばなの里」内のレストラン「長島ビール園」。醸造所も併設され、原料から仕込みまで本場ドイツの味にこだわった地ビールが楽しめます。
71,株式会社美杉リゾート,http://www.beer365.net/cache/9654b3bdb10718d5d1eadf66c34e5695.jpg,日本 三重県津市美杉町八知5990,059-272-1101,http://www.misugi.com/,"「あの、素晴らしいビールをもう一度飲みたい。」 美杉リゾートのオーナーの熱い想いから生まれた、火の谷ビール工場。オーナーが渡米した際に出会った、とある店のペールエール。アメリカンスタイルの個性的なその味に衝撃を覚え、日本に帰国後、同じ味わいのビールを探しますが、なかなか見つからなかったため、それを再現するために、美杉の地にブルワリー（＝ビール醸造所）がつくられました。オーナーの思い入れは、アメリカのブルワリー施設をそのまま輸入するほど。オーナーが、どうしても再現したかった味、それが“火の谷ビール”なのです。
現在ビールを造るのは、若手兄弟二人。火の谷ビールに新しい風を吹き込み、エールビール、ラガービールにとらわれることなく、真に美味しいビールを探求しています。ラベルにもこだわりを持ち、自らもデザインをし、鮮烈でオシャレで、思わずコレクトしたくなる。そんなラベルを目指しています。"
72,株式会社安全,http://www.beer365.net/cache/8bd00553b5f7f949835db542365d6990.jpg,日本 三重県亀山市太岡寺町1180番地,0595-82-1234,http://www.anzen-kameyama.jp/original2.html,"会社創立30周年を期にミエ・サンプラザを「あんぜん文化村」と改名し、リ ニューアル化と合わせて「かめやま地ビール工房」と「かめやま美術館」の新設をいたしました。ご支援頂いて参りました地元の皆様にお役に立てばとの思いか ら観光振興と文化振興に一石を投じてまいりました。これは一重にお客様の皆様方のご支援の賜物と衷心より厚く感謝と御礼を申し上げます。
(オフィシャルサイトより)"
73,麻原酒造株式会社,http://www.beer365.net/cache/1969352fb2e1a449cddad2674b87331b.png,日本 埼玉県入間郡毛呂山町毛呂本郷94番地,,http://asahara.sakura.ne.jp/,"埼玉の地酒、地ビール、地ワインの醸造元。
越生ブルワリーと黒姫ブルワリーを運営。"
74,銀盤酒造株式会社,http://www.beer365.net/cache/9f4d4932ef1f73f97288feab70c3476e.gif,日本 富山県黒部市荻生4853-3,0765-54-1181,http://ginban.co.jp/index.html,"清酒　銀盤は、北アルプス黒部峡谷を臨む風光明媚な自然環境にあり、醸造は明治43年9月に始まり、太古の時代に酒が湧き出たと伝えられる荻生村に創業。現在の黒部川扇状地湧水群（昭和60年環境庁選定日本の名水百選の一つ。黒部川は建設省の平成10年の清流ランキングで通算4度目の全国一位）の名水を仕込み水とし、酒造好適米山田錦を惜しみなく磨き、研究を重ねてきました。「原料第一」と考え原料米に投資し、コンピュータ制御を備えた醸造機械や大型タンクが整備された工場で、米を磨いております。
また、平成8年4月には、「北陸初の地ビール」を完成させ、現在、アルコール分5％の秘峡黒部ビールや自家製ホップ他　すべて国産の原材料を使用した「黒部峡谷ビール」など、独自のコクと、フレッシュな旨みのあるキレの良いビールとして好評を得ています。"
75,雲海酒造株式会社,http://www.beer365.net/cache/25025280699a100f1500777a43ee9037.gif,日本 宮崎県宮崎市昭栄町45番地1,0985-23-7890,http://www.unkai.co.jp/index.php,"昭和42年に焼酎を醸造する蔵、五ヶ瀬酒造有限会社を創立。
平成8年にビール工場「杜の麦酒工房」が完成
し、「綾の地ビール」を醸造開始。"
76,丹波篠山ジグザグブルワリー,http://www.beer365.net/cache/c6a875ef956eaf15c19b2edc0c436809.jpg,日本 兵庫県篠山市福住191-1,079-506-1263,http://t.tabeni.co/profile/zigzag,"丹波エリア初の地麦酒の醸造所で新鮮なビールが飲める付設ビアパブです。様々なスタイルの飲み口、そしてアロマ・フレーバーをお楽しみください。また瓶ビールの販売もいたしておりますのでご利用下さい。
(オフィシャルサイトより)"
77,薪小屋,http://www.beer365.net/cache/a29ddfa115f7ae0279404f132a4a4356.jpg,日本 新潟県新潟市西蒲区角田浜1645,0256-70-2525,http://www.docci.com/maki/,"ドイツ人建築家カール・ベンクス氏による、新潟の古民家とドイツの建築を融合させたダイナミックな空間が特徴のレストランです。
店内で販売しているハム・ソーセージは、本場ドイツで製法を学び、新潟県内で飼育した越後もちぶたを100％使用した自家製品です。
客席からは地ビールの醸造室が見え、出来たての味がいつでも味わえます。
レストランではイタリアンをベースに、カジュアルでボリューム感のある料理を提供しています。
自家製ビールやカーブドッチワインに合わせてお楽しみください。
また、ハム・ソーセージと同様にビールも店頭販売しております。どうぞご利用ください。
（レストラン薪小屋では小学校入学前のお子様は入店をご遠慮いただいております。）"
78,アングロジャパニーズブルーイング,http://www.beer365.net/cache/1c6db3ca9fafe4c0340d8c92e6bf780b.png,日本 長野県下高井郡野沢温泉村豊郷9347,,http://anglojapanesebeer.com/,"AJBは長野県野沢温泉村のArtisanブルワリー（小規模なビール醸造所）です。
ユニーク、そして格別のビールを造り出すという想いで２０１４年１月にオープンしました。
私たちのビールは、アーティスト（芸術家）でもあり醸造長のトム・リヴシーの独特な創造物そのものです。
地元の水と原材料そして世界中から厳選した最高品質のモルトとホップにより造りだされています。
ビールは全て手造り、添加物や化学物質を一切使用していません。
熱処理、濾過をせず、生きたままの酵母で自然に熟成させたビールです。"
79,AWA 新町川ブリュワリー,http://www.beer365.net/cache/3193c908eccdebf76be694303281c7b4.png,日本 徳島県徳島市東船場町1丁目6,088-653-2271,http://awa-mugishu.com/,吉備土手麦酒酒造所でビールの醸造を勉強したオーナーが徳島の東船場町で始めたレストラン兼ブルワリー。
80,株式会社麦酒企画,http://www.beer365.net/cache/324bbeb5182b67a329ae47b89483f1dd.jpg,日本 東京都杉並区上荻1-18-3 第二亀屋酒販ビル302,,http://beerkobo.web.fc2.com/,"東京都内で、高円寺麦酒工房、阿佐谷麦酒道場(現・阿佐谷ビール工房)、荻窪ビール工房、中野ビール工房、西荻ビール工房と５つのブルワリー兼レストランを展開しているブルワリー。
それぞれの店舗で独自のビールを醸造し、提供している。
(オフィシャルサイトより)"
81,RIO BREWING & CO.,http://www.beer365.net/cache/e82d5d9327531b1d7734e49c11839dc9.png,日本 東京都港区赤坂2-19-4Forum赤坂6F,,http://www.riobrewing.jp/,"ベルギーの有名ビールカフェ「デリリュームカフェ」を日本で展開する会社の代表が始めたブルワリー。
2008年から醸造を少しづつ学び始め、ストライセブルワリー、デ・ランケブルワリー、デ・ラ・セーヌブルワリーやジャンデランブルワリーとベルギー有名ブルワリーの協力の元、本格的にベルギーでのビール醸造をスタート。"
82,株式会社宮島ビール,http://www.beer365.net/cache/43b5f45011f91ba3cf43aa66dc37bc21.jpg,日本 広島県廿日市市宮島町401,,http://www.miyajima-beer.com/,世界遺産・宮島の地域活性化のために立ち上げたブルワリー。
83,株式会社クラフトリカーズ,http://www.beer365.net/cache/7667e3a4f1805471619babdabd0c3805.jpg,日本 東京都台東区上野7丁目10-9,03-6802-7550,http://craftliquors.jp/,"我々のミッションは、「クラフトリカーズが提供する商品を通して、ファンの皆様に幸せを提供すること」です。

そのために、日本独自で偏ってしまった既存のアルコール文化を打ち崩し、世界のアルコール文化を紹介し、実際に触れ合ってもらうことが、我々の望みでもあります。

そのために、我々は先ず、世界に通用するフラッグシップビール（エール） 「日の丸エール」 の開発に取り掛かりました。

会社の代表者と、世界的に認められたブリュワー、世界的な品評会でもチャンピオンビールに輝き、世界にその味を認められたブリュワリー、そして日本を代表する飲食店のオーナーが集い、この事業はスタートします・・・。"
84,日本ビール醸造株式会社,http://www.beer365.net/cache/2bc971f082342f22c0a12b0056e5ad52.gif,日本 静岡県沼津市下香貫3140-5,055-933-1032,http://samuraisurferbeer.jp/,"サムライサーファービールは沼津のおいしい水で造っているクラフトビールです。タイプの異なる3種類のビールは全て原料を贅沢に使用し、モルトの深い味わいを楽しんでいただけるよう原料・製法にこだわって造っています。
(オフィシャルサイトより)"
85,アオイ ブリューイング,http://www.beer365.net/cache/7b01f7c5ed2d793bd60ca814d4509c2b.jpg,"日本 静岡県静岡市葵区宮ケ崎町30番,",054-294-8911,https://www.facebook.com/aoibrewing,"静岡市初のクラフトビール醸造所。
ビールが好きで、静岡が好き、だからここで作っています。
併設のビアバー『BEER GARAGE』で出来立てのビールが楽しめますよ♪
(オフィシャルサイトより)"
86,四万温泉エールファクトリー,http://www.beer365.net/cache/54fbcdc8da16e32d7c60c5d281c3358c.gif,日本 群馬県吾妻郡中之条町四万4366-1,,http://jibier.com/,"四万温泉より上流には自然以外何もありません。四万は清らかな水の生まれる水源の地なのです。

始めに地ビールをつくりたいと思ったとき、「四万温泉でしか作れない」地ビールにしたいと思いました。しかし、四万温泉は自然はあるのですが、農作物がありませんでした。
麦やホップなど言わずもがなです。
そこで気がつきました。麦やホップよりもっと大量に使われ、最も重要な原材料があったと。
それが”水”です。

最高の原料が見つかった以上、つくらない訳にはいきません。美味しいものをつくりたいと少量ずつ手仕込みしています。
一回一回より美味しくしたいといろいろがんばっています。
是非ご賞味ください。"
87,株式会社田園プラザ川場,http://www.beer365.net/cache/31cec8e5e7003ccd3de6d4794813e0e7.gif,日本 群馬県利根郡川場村萩室385,0278-52-371,http://www.denenplaza.co.jp/osake/beer.html,"田園プラザ川場内で「川場ビール」を醸造。

川場村のシンボルでもある「武尊(ほたか)」の山々から流れ出る美味しい「水」を醸造水として、副原料を一切使用しない麦芽100%のビールを作っています。
川場産地ビールは、コクや香りにこだわりながらも、日本人にも飲みやすいような仕上りです。"
88,ムーンライト株式会社,http://www.beer365.net/cache/4f093a82c44e558783225c51513951ab.jpg,日本 神奈川県川崎市多摩区登戸1818,044-930-1018,http://www.craftbeer-moonlight.jp/craftbeer/craftbeer_top.html,"神奈川県の登戸にあるブリューパブ。
ブルーパブ・ムーンライトでは、出来たての手造りビールを楽しむことができます。また、ペットボトルでのお持ち帰りや、瓶詰めビールをオンラインショップでご購入してご賞味いただくこともできます。
ぜひ、ムーンライトの新鮮で味わい深い手造りビールを味わってください。
(オフィシャルサイトより)"
89,濵田酒造株式会社,http://www.beer365.net/cache/5c23e979fbfd922ccc9021e531920fca.png,日本 鹿児島県いちき串木野市湊町4丁目1番地,0996-36-5771,http://www.hamadasyuzou.co.jp/,"明治元年に創業。現在は伝兵衛蔵・傳藏院蔵・金山蔵の3つの蔵を有し。
伝兵衛蔵では、本格焼酎を醸造しつつ、クラフトビール「伝兵衛ビール」の醸造も行っている。"
90,宮古島マイクロブルワリー,http://www.beer365.net/cache/45e9adc901403186589ada8326ac67e9.jpg,日本 沖縄県宮古島市平良久貝703-3,0980-79-0059,http://www.mmb-craftbeer.jp/,"宮古島マイクロブルワリーは、夫婦二人で運営しているその名のとおり小さな醸造所です。

２００８年４月に東京から宮古島へ移住し、２０１０年８月に酒造免許を取得、宮古島初の地ビール屋として２０１０年１０月より開業してます。

隆起珊瑚からなる、宮古島の大地が育んだミネラル豊富な水で仕込む地ビールをぜひ味わってみてください。
(オフィシャルサイトより)"
91,岡山農業公園ドイツの森 クローネンベルク,http://www.beer365.net/cache/fa94aab47f0de59ff3587859e75f6e41.gif,日本 岡山県赤磐市仁堀中 2006,086-958-2111,http://www.farmpark.co.jp/doitsunomori/,"ドイツ農村をテーマに農畜産物加工に力を入れ、ソーセージ・地ビール・石窯パンなど県内外に知名度は浸透しています。また、ドイツ・ヴァルハウゼン村と提携し、ワイン醸造も行っています。
(オフィシャルサイトより)"
92,三石耐火煉瓦株式会社,http://www.beer365.net/cache/8cb66aa97ea71b5432e0b8b18a140adf.gif,日本 岡山県備前市三石868,0869-62-0541,http://mtaika.jp/index.php,"三石耐火煉瓦（株）では、創業明治25年以来の120年以上にわたるレンガ技術を生かし、他では得られない個性的で雰囲気のあるレンガを製造しております。
弊社の商品を宣伝するため2003年よりレンガ広場造りに着工し、敷地内に地ビールレストラン　レマーニが完成しました。
「レマーニのイタリア料理にあう地ビールを」と誕生したのが、飲みやすさを重視した軽めの「Day」(黄、5.5％）と、深みを追求したアルコール度数8％の「Night」（黒）。
「Day」はドイツのヴァイツェンを、「Night」は英国のオールドエールをお手本にし、2種類の酵母入り地発泡酒をレストラン内で醸造しています。
日本一の生産量を誇る地元岡山県産の黒豆もブレンドして、副原料としています。
(オフィシャルFacebookより)"
93,真備竹林麦酒醸造所,http://www.beer365.net/cache/d97f9ed07bfa559c079fb41621385569.jpg,日本 岡山県倉敷市真備町箭田1678-2,0866-97-0206,http://mindkokoro.web.fc2.com/beermabi.html,倉敷市真備町にあります地ビール屋さんです。
94,株式会社あさ開,http://www.beer365.net/cache/a6b8debbed930bf5f75a1f817677f215.gif,日本 岩手県盛岡市大慈寺町10番34号,03-5643-5591,http://www.asabiraki-net.jp/stellamonte/company/deta.html,"「あさ開」の名は「漕ぎ出る」にかかる枕詞。万葉集の中に、歌聖・柿本人麻呂の和歌に代表されるいくつかの作品があります。
南部藩士だった七代目・村井源三が武士を辞め、明治4年（１８７１年）に現在地で酒づくりをはじめたのがその創業にあたります。侍から商人としての再出発と、明治という新しい時代の幕開けにかけて、「あさ開」の名をつけたものといわれております。

あさ開のクラフトビールは、ベルギーの伝統的な『ホワイトビール』が基本となっています。このベルギー産ホワイトビールの歴史は1300年初頭までさかのぼります。幾多の歴史を経て現在にいたっているこの『ホワイトビール』をあさ開独自のレシピにより開発したのがクラフトビール「ホワイト・ステラ」です。
(オフィシャルサイトより)"
95,梅香山崇徳寺　有限会社パイコードリンク,http://www.beer365.net/cache/19d511d824e8695f4dbaedc2ee01ae9e.jpg,日本 青森県下北郡大間町奥戸93,0175-37-3342,http://bikou.yukimizake.net/,"お寺で醸造した日本初の地ビール。
下北半島は大間町奥戸地区に大間町唯一の縄文遺跡小川代遺跡があります。その地に位置し、寛永の昔から法灯を継承する寺院があります。
その名は梅香山 崇徳寺。
ヒバ、ブナ混交林が大地を覆う下北半島国定公園にあって、霊場恐山山系の裾野に門を構える崇徳寺境内には、太古から昏々と湧き出る霊水が存在する。
「卍・麦雫（むぎしずく）」は霊水を仕込水として醸造したビールと発泡酒です。清涼感のある喉越しとコクの豊かなビールです。
文末にあたり、これらの製品を介して「梅香山崇徳寺には美味しい水がある、長生きの水がある」ことを、知ってもらえたら幸甚に存じます。
(オフィシャルサイトより)"
96,鶴見酒造株式会社,http://www.beer365.net/cache/d5d19e05870e18856b139059b011c2c5.png,日本 愛知県津島市百町,0567-31-1141,http://www.tsurumi-jp.com/index.html,"創業1873年(明治6年)の日本酒の蔵元。

海部津島ビールを製造しているブルワリーでもある。"
97,一宮ブルワリー,http://www.beer365.net/cache/180b74c0dad420b24ab565d9c5c80ef8.jpg,日本 愛知県一宮市本町4-1-9,0586-27-4838,http://138beer.sblo.jp/,"「一宮ブルワリー」は愛知県一宮市、一宮駅から歩いて5分ほどの場所にあるマイクロブルワリーです。
かつて一宮市にあった地ビール工場「尾張ブルワリー」の味を、その醸造責任者だった山田文隆が続けて守っています。
一宮ブルワリーは総面積は4坪ほど。日本最小の地ビール工房でしょうか( 税法上は発泡酒）。
同じ建物内の「com-cafe 三八屋」では、できたてのビールをお出ししています。優しい料理とともにお楽しみください。
１銘柄ずつ順に手作りされ蔵出しされる色々なビールをご賞味ください。
(オフィシャルブログより)"
98,有限会社足柄地ビール,http://www.beer365.net/resize/r/110x110/noimage-brewery.jpg,日本 神奈川県足柄上郡松田町松田惣領1853,0465-83-1515,http://www.navida.ne.jp/snavi/5525_1.html,"御挨拶
私が生まれ育ち、工場がある神奈川県足柄上郡松田町は、丹沢山水系の酒匂川という豊かな水に恵まれており、その昔、霊峰富士山へ登る（富士行）人々で大変賑わっておりました、歴史ある土地です。近隣では富士山が世界遺産登録され益々活気あふれる裾野が広がっていると感じます。
工場は2008年5月試行錯誤を多々重ね、スタートいたしました。弊社は、地域貢献を第一に地場産業の発展に役立つ会社として邁進していきたいと思っております。どうぞよろしくお願い致します。　代表　横山智丈"
99,WINGMAN BREWERS,http://www.beer365.net/cache/38825ae85cb448d99db5a318f5c25208.png,"アメリカ合衆国 509 1/2 Puyallup Ave Tacoma, WA",,http://wingmanbrewers.com/beer/,"地元をこよなく愛するタコマのウィングマン・ブルワ－ズ。
この醸造所は2011年に、ケン・トーバーンと、その友人であるデリック・モイヤー、ダニエル・ヒース、ジェイソン・サボールが、ワシントン州タコマに創業した。
「ウィングマン」の名前は、第二次世界大戦で米海軍のパイロットであったのケンのお祖父様に由来する。
そのブルワリー名から分かるように、戦闘機をモチーフしたビールを作っているブルワリー。"
100,宇都宮ブルワリー,http://www.beer365.net/cache/905978fb1c67a315b7886e9d1bee1fe3.jpg,日本 栃木県宇都宮市池上町3‐8,028-307-0971,http://bluemagic-brew.com/,"栃木県産の豊富な農産物をふんだんに使用し、
すっきり爽やかなビールから芳醇なコクがあるビール、
果物使用のフルーツビール、野菜使用のベジタブルビール、
またハーブやスパイスなども使用し、ここでしか飲めない【完全限定】
栃木県オリジナルクラフトビールを醸造、提供していきます。"
101,那須 森のビール園,http://www.beer365.net/cache/54ffa3e4e2ba4752623c1f864321a694.jpg,日本 栃木県那須郡那須町高久甲4453-49,(0120)742-150,http://www.nasu-morinobeer.jp/index.html,"札幌ビールが運営するレストラン兼ブルワリー。
ここの施設でしか飲めないビールがあります。"
102,氷川ブルワリー,http://www.beer365.net/cache/ee40c01f02578fa7b4df4bf07d8581c8.jpg,日本 埼玉県さいたま市大宮区高鼻町1-36-1,048-783-5123,http://hikawa-brewery.com/,"まちを元気にしたい！
さいたま市初のクラフトビールでまち起こしを。
氷川ブリュワリーは、未来のさいたま市への思いから始まりました。
地元を思う仲間達が大宮駅東口の大型商業施設撤退後のまちの衰退を危惧しまち起こしを決意。
なにでまち起こしをするか悩んでいたところ、元技術者のオーナーが数年前醸造体験を通して
自分なりのクラフトビールのレシピを持っていたことから
さいたま市初のクラフトビールでまち起こしを試みる事に決めました。
(オフィシャルサイトより)"
103,Y. MARKET BREWING (ワイマーケットブルーイング),http://www.beer365.net/cache/22a0e2bc1ad58b410c0dcb04079e3b3c.jpg,日本 愛知県名古屋市中村区名駅4-17-6,052-533-5152,http://craftbeer.nagoya/,"2014年1月、我々は名古屋市内唯一のクラフトビールブルワリーとして名古屋の玄関口「名駅」で醸造を開始しました。
オフィスビルが立ちならぶ名古屋駅前で明治時代から続く「柳橋中央卸売市場」がその名の由来。
名古屋の台所として市民の食卓をささえ、行き交う人々の笑顔と活気にあふれる柳橋市場。我々のビールが多くの方々の食卓を彩り、今日の喜びと明日への活力の源となったら素晴らしい、そして、故郷柳橋がいつまでも活気あるまちであり続けてほしい、そう考えています。
(オフィシャルサイトより)"
104,ビアバディ (BEER BUDDY),http://www.beer365.net/cache/ce94bc060f71c444be6bfec0cb7d3f46.gif,日本 東京都不明,,https://twitter.com/beerbuddybrewer,「BEER BUDDY(ビアバディ)」は、2010年より自ら醸造所をもたないファントムブルワリーとして、オリジナルレシピによるビール醸造をしております。
105,京都醸造株式会社 (KYOTO BREWING CO.),http://www.beer365.net/cache/5ae1c573cb618cebb9867b8d789d9b69.jpg,日本 京都府京都市南区西九条高畠町25-1,075-574-7820,http://kyotobrewing.com/,"３人の男が共にビールを飲みに行く。ウエールズ人、カナダ人、アメリカ人。－KBCはこのようなコメディ映画のワンシーンのような光景から始まる。
生い立ちが全く違う僕たち起業メンバー３人が出会ったのは、青森。その後僕たちは週末にはスノーボードに出かけたり、日本のビールを知るための調査（という名の飲み会）を重ねたりし、いつからか親友になっていた。
長時間に渡る調査の結果、日本の大手ビールには何かが足りないと３人は思った。クリスがビール造りの勉強、そしてポールがMBAの勉強を始めた頃に醸造所を開くいうアイディアが本格化した。もちろん、ベンもそんな二人と同じ思いを抱いたのは言うまでもない。
(オフィシャルサイトより)"
106,ふたこビール,http://www.beer365.net/cache/76112fc64ae50fb43c99de803a7986eb.png,日本 東京都世田谷区玉川3,,http://www.futakobeer.com/,"“フタコエールで二子玉川にエールを！”
二子玉川を愛する二人の主婦のこんなつぶやきで始まった「絵に描いた餅」がとうとう本当の食べられる餅として登場することになりました。街を愛するさまざまな方々の助力を得て、地元産のホップを使った2 種類のふたこビールを皆様にお届けいたします。
(オフィシャルページより)"
107,宮田麦酒,http://www.beer365.net/cache/0734e7bc780e7266e3a94d7829b15616.gif,日本 東京都墨田区横川3-12-19　松井ビル1階,03-3626-2239,http://miyatabeer.com/,"タンクを眺めながらできたてのビールを味わえるお店です。
造り手が注ぐビールをお楽しみください。
(オフィシャルサイトより)"
108,カンピオンエール,http://www.beer365.net/cache/16012bae7946fe49e76064a7b5630a67.png,日本 東京都台東区西浅草2-2-2,03-6231-6554,http://www.campionale.com/jp/,浅草にあるブリティッシュパブ&ブリュワリ。
109,LOS MUERTOS BREWING,http://www.beer365.net/cache/cfd88193e8ef3c700ac2b822cfacac02.png,"メキシコ Lazaro Cardenas 302 Emiliano Zapata, 48380 Puerto Vallarta, Jalisco",01 322 222 0308,http://losmuertosbrewing.com/,メキシコの太平洋に面しているリゾート地プエルトバヤルタにあるアメリカンスタイルのビールを提供しているブルワリー。
